chr	start	end	score
12	110910845	110920579	30
12	112418915	112509918	3
12	112575236	112898881	1
12	114353911	114408708	3
12	114670255	114684175	3
12	115958576	116277693	3
12	123620406	123633686	30
12	123671108	123708405	30
12	123712353	123761755	30
12	132623758	132687519	1
13	20187470	20192938	40
13	20221962	20232319	0
13	20960774	20966984	0
13	22970443	24307222	0
13	23160508	23325162	30
13	23328827	23433728	30
13	24882279	24922889	30
13	25371974	26025851	1
13	27620743	27667415	3
13	27919982	27926313	30
13	28659130	28678959	30
13	30932654	30975502	40
13	31739526	31803389	0
13	32315508	32400268	3
13	34942270	35672736	3
13	45701030	45714559	40
13	48303751	48481890	3
13	48400897	48444669	30
13	51932669	52012130	30
13	57194374	57212808	40
13	66302834	67230336	0
13	71902850	71915649	40
13	77895481	77975527	1
13	91398621	92867237	0
13	93226807	94408020	30
13	99981784	99986765	3
13	100089020	100530435	30
13	102846032	102875995	30
13	108207442	108218349	30
13	113105773	113120685	30
13	113122799	113149529	30
13	114314503	114327322	2
14	18685827	18693395	40
14	18685852	18693371	0
14	19010800	19832182	0
14	19722070	19958650	0
14	19722540	19957072	40
14	19867377	19955139	0
14	20469406	20477089	30
14	21154865	21156063	0
14	21280083	21351316	30
14	21351472	21384019	0
14	21358741	21393828	2
14	21385199	21456123	3
14	21392151	21392253	0
14	21397293	21397401	0
14	21642889	22552154	40
14	22773222	22819796	30
14	23117306	23119255	30
14	23412740	23435677	0
14	23998790	24004791	40
14	24249114	24263177	30
14	28766787	28770277	3
14	31025106	31096450	30
14	34709113	34714593	30
14	35136190	35146114	40
14	36657568	36679362	3
14	53036755	53153323	30
14	53949736	53956891	2
14	54842016	54902826	3
14	56799905	56810479	3
14	60509146	60512850	0
14	60643421	60649489	0
14	60709539	60724351	0
14	65006101	65102695	3
14	66507934	67181805	2
14	67728892	67817293	30
14	69879388	70032366	30
14	75578620	75648167	30
14	75661246	75955079	30
14	75985763	76084073	30
14	77274956	77320885	30
14	87933014	87993665	30
14	88385638	88470350	30
14	88824153	88881079	30
14	89954923	90044768	30
14	94376747	94390654	30
14	95086228	95158263	3
14	99928257	101038192	2
14	100725054	100828279	1
14	100726892	100738224	0
14	100826108	100861026	1
14	102362941	102502477	30
14	102922430	102933597	30
14	102932380	103057549	1
14	104769349	104795748	0
14	105583663	106881350	40
14	105651840	105679437	0
14	106349168	106358775	0
14	106370520	106394986	0
14	106691149	106708515	0
14	106717601	106728149	40
15	20183488	22002386	0
15	20523935	20540286	40
15	20836720	20850971	40
15	20939772	20958971	0
15	22782170	23040134	3
15	22782170	28134728	3
15	22786225	22829789	0
15	22838641	22868384	0
15	23465365	28134728	3
15	23565674	23568044	0
15	23643549	23647867	1
15	23685400	23687305	0
15	24823637	24978723	0
15	24954987	24978723	1
15	24981994	24982068	0
15	24985100	24985166	0
15	24986925	24986993	0
15	25278343	25278409	0
15	25333728	25439381	3
15	25672241	25865144	0
15	26543552	26773763	0
15	27719008	28099342	30
15	28916886	30076787	0
15	30089745	30146297	40
15	30140795	30590897	40
15	30195894	30503867	0
15	30400796	30432997	40
15	30532996	30560897	40
15	30555746	30590897	40
15	30900686	32153204	3
15	30903852	30943108	30
15	31001065	31161160	30
15	31475398	31870673	0
15	31727418	32153204	3
15	32030462	32173018	0
15	32398573	32442049	0
15	32400798	32405799	40
15	32451798	32462899	40
15	32482798	32487799	40
15	32572798	32605799	40
15	32593998	32605799	40
15	32718004	32745106	0
15	34417925	34564356	40
15	34434156	34580684	40
15	34790230	34795549	1
15	36579611	36810248	30
15	36889204	37101311	3
15	38252087	38357249	3
15	40161069	40221123	30
15	41387353	41402501	30
15	42359501	42412317	30
15	42723544	42737133	30
15	42942897	43106038	30
15	43197227	43225856	30
15	43232590	43266928	30
15	43533462	43590272	30
15	43599563	43618800	30
15	43628503	43648884	30
15	48206302	48304078	30
15	48408313	48645709	3
15	51447788	51622833	0
15	52307283	52529050	30
15	53513741	53762878	30
15	55202966	55291338	30
15	56918090	57292595	3
15	59132434	59372871	30
15	63042698	63071915	0
15	63321378	63381846	30
15	64155817	64163022	30
15	64387836	64455303	30
15	64963022	64989914	30
15	65001512	65029639	30
15	65611313	65661002	30
15	66386912	66491544	0
15	66505126	66550130	1
15	67065602	67195195	3
15	67200667	67255198	3
15	72671374	75215971	3
15	72671374	75680568	3
15	75339446	75680568	3
15	75369379	75455819	3
15	80152789	80186949	30
15	82130223	82262734	30
15	82534140	84045981	3
15	82536750	82540457	3
15	84596421	85169770	1
15	84748556	84806445	0
15	89243973	89317259	30
15	89627977	89663086	30
15	90717346	90816166	30
15	92900324	93027996	3
15	96326046	96340263	0
15	98648539	98964530	3
15	99971437	100342924	30
15	100400395	100544982	30
15	100566914	100603032	30
15	100879831	100916626	30
15	101175727	101252048	30
15	101621277	101981189	0
16	172876	173710	30
16	176680	177522	30
16	680410	682801	30
16	981770	986979	0
16	1239936	1245279	40
16	1256069	1259008	40
16	1510427	1612072	30
16	1984193	1987749	30
16	2039820	2047834	30
16	2047804	2089491	3
16	2088708	2135898	3
16	3242027	3256776	0
16	3611737	3665472	0
16	3725054	3880727	3
16	3725055	3880120	3
16	4796967	4802860	30
16	5071825	5087379	30
16	8674617	8784575	30
16	8797813	8849326	30
16	9753404	10182928	3
16	11547722	11636377	0
16	14688342	14711143	40
16	14689142	14759293	40
16	15037853	15056074	0
16	15417854	16198408	3
16	15643267	15726353	30
16	15703135	15857032	0
16	16235742	16270493	40
16	17101769	17470960	30
16	18321142	18327143	40
16	18791667	18801549	30
16	21500755	21584256	0
16	21558792	21729102	30
16	21663968	21762625	30
16	21937124	22419483	2
16	23388493	23453215	30
16	23520754	23557375	30
16	25054825	25126057	40
16	27402162	27452043	30
16	28466653	28492082	30
16	28703778	28759679	40
16	28753678	28760679	40
16	28811314	29035178	3
16	28842411	28846348	30
16	28846606	28874213	1
16	28878488	28904466	30
16	28931735	28939347	30
16	29638676	30188531	3
16	29812193	29815920	3
16	30064279	30070420	30
16	30183602	30189076	30
16	30699171	30741409	1
16	30748425	30761176	30
16	30956618	30984664	3
16	30985189	30989152	30
16	31108381	31117651	30
16	32008678	32084679	0
16	32644678	32790679	40
16	34632766	36224317	40
16	34967717	35913137	40
16	46689656	46698394	30
16	47461299	47701523	30
16	50742086	50801935	3
16	51135982	51151270	1
16	56191489	56357444	1
16	56865207	56915850	30
16	57619535	57665567	30
16	57882340	57971128	30
16	58519951	58629826	3
16	67029149	67101058	0
16	67562526	67639185	3
16	67657512	67660832	1
16	68737292	68835537	3
16	69326428	69339564	30
16	70060340	70209053	0
16	70252295	70289509	0
16	70480567	70523554	30
16	72008744	72027659	30
16	72054616	72082165	0
16	74354039	74425264	0
16	74712955	74774831	30
16	75472042	75495441	30
16	75536741	75556286	30
16	75627724	75647665	30
16	77282128	77435034	30
16	78099654	79212667	30
16	81081945	81096395	30
16	81314962	81390809	30
16	81988855	82011526	40
16	83899115	83927031	30
16	84009667	84043372	30
16	84145266	84178761	30
16	84368523	84465777	0
16	86510527	86515422	3
16	86566829	86569728	3
16	87881549	87936575	30
16	88803789	88809258	30
16	88813734	88856966	30
16	89093847	89160556	30
16	89171748	89195492	0
16	89267619	89490561	3
16	89508379	89557768	30
16	89644435	89657708	30
16	89737549	89816647	30
16	89921925	89936097	0
17	508668	714846	30
17	1003519	1229722	0
17	1344275	1400229	0
17	1344539	2685615	3
17	1517718	1562803	0
17	1762060	1777565	30
17	2593210	2685617	3
17	3473646	3503405	30
17	3636459	3663103	30
17	4739833	4746119	30
17	4949182	4957131	30
17	4997950	5028401	30
17	6684719	6713400	30
17	7217125	7225266	30
17	7668402	7687550	3
17	7686071	7703502	30
17	7834210	7854796	1
17	8224815	8248079	30
17	8474212	8631369	1
17	14069504	14208677	30
17	14194598	15519638	3
17	15229779	15265326	3
17	15999771	16045428	30
17	16757446	16804519	0
17	16808258	16821368	0
17	16808292	16821367	40
17	16906714	20309889	3
17	17206946	17237188	3
17	17681376	17811453	3
17	18015059	18039168	30
17	18108756	18180244	30
17	18426684	18561836	40
17	18456476	18473409	40
17	18456500	18473362	0
17	18458425	18520558	0
17	18515275	18561800	40
17	19111686	19150687	40
17	19334695	19377913	30
17	19648136	19677596	30
17	29246859	29254494	0
17	30194319	30235697	0
17	30780079	31937008	3
17	30968642	30999911	0
17	31094927	31377677	3
17	31937007	32001040	0
17	35092221	35119860	2
17	36175580	36196832	0
17	36182399	36224174	40
17	36458167	37854616	3
17	36534987	36539303	30
17	37686431	37745059	3
17	38324571	38343956	30
17	39671122	39688057	30
17	40062193	40093867	0
17	40694246	40703752	40
17	41227065	41240192	40
17	41227747	41238748	40
17	41228039	41236306	40
17	41265541	41275893	40
17	41266736	41274275	40
17	41272898	41277342	40
17	41375466	41383480	0
17	41375714	41383037	0
17	41420547	41424585	40
17	43044295	43125364	3
17	43753738	43758791	30
17	44070673	44076344	30
17	44849948	44899445	3
17	44899729	44905390	30
17	45627800	46087514	3
17	45784320	45835828	0
17	45894538	46028334	0
17	46027335	46225370	3
17	46291633	46302634	40
17	46304333	46309634	40
17	46321733	46328334	40
17	46323833	46341084	40
17	46326533	46332534	40
17	46560633	46575634	40
17	47253827	47313743	0
17	47323955	47441312	40
17	50056065	50090481	30
17	50184096	50201649	3
17	56593699	56595611	3
17	56834131	56869567	30
17	58205436	58219605	30
17	58692140	58735611	3
17	58968010	59106880	30
17	59619895	59696956	3
17	60035641	62198448	3
17	61399843	61409466	1
17	61452422	61485110	3
17	61679139	61864120	3
17	65528563	65561648	3
17	67825503	67984378	3
17	69896855	71796293	3
17	73193055	73208507	30
17	74274229	74314884	30
17	74916083	74923255	30
17	75272980	75289958	30
17	75516528	75524735	30
17	75751469	75765192	30
17	75941507	75979199	30
17	76527586	76555339	30
17	76726041	76733881	30
17	78107397	78132427	30
17	78129298	78142968	30
17	78991716	79009793	30
17	80036632	80100613	30
17	80101535	80119881	30
17	80134369	80147128	30
17	80169992	80209331	0
17	80200668	80220333	30
17	81932391	81937300	30
17	82035858	82037697	30
18	2916994	3013201	30
18	3412009	3459978	3
18	3568885	3571732	40
18	6941742	7117797	30
18	9102642	9134341	30
18	9784175	9793227	40
18	13882042	13915707	30
18	14432554	14565139	0
18	22169589	22202528	3
18	22914121	23026486	30
18	23506184	23586506	30
18	23689443	23955066	30
18	26167795	26171731	40
18	30989365	31042742	30
18	31058840	31102421	2
18	31376777	31415791	30
18	31498177	31549008	2
18	33578219	33751195	3
18	37243040	37565798	1
18	44680072	45068510	3
18	46476961	46657220	30
18	46917550	47104795	1
18	46962327	46978121	0
18	47808957	47931188	0
18	49036387	49460709	30
18	49822789	50195147	30
18	50227193	50266495	30
18	51030213	51085042	3
18	55222185	55635957	3
18	58671420	58754477	30
18	59267038	59273454	30
18	59327823	59359265	30
18	59430939	59698181	30
18	62041164	62187118	30
18	63753057	63805370	30
18	70003031	70205726	30
18	74250846	74291980	30
18	74590475	75065671	0
18	77249848	77277900	0
18	79679803	79756625	30
19	850997	856250	1
19	859664	863641	30
19	1000419	1009748	40
19	1103994	1106779	30
19	1205778	1228431	3
19	1383904	1395584	30
19	1397026	1401542	30
19	2249323	2252073	30
19	3585478	3593541	30
19	3630181	3700486	30
19	3880685	3928082	30
19	4090321	4124184	1
19	6361531	6370242	30
19	6494319	6502848	0
19	7019163	7060489	0
19	10960997	11062277	2
19	11089432	11133820	3
19	11574660	11578983	30
19	12646511	12666742	30
19	12806584	12813640	30
19	12891129	12899999	30
19	12995475	13098796	3
19	13206442	13506479	3
19	15508487	15552317	30
19	15616920	15676907	40
19	18153163	18170532	0
19	20412004	20542598	40
19	21904297	22959138	40
19	29698886	29715789	30
19	32830511	32870957	30
19	33299934	33302564	0
19	33386950	33521791	30
19	35030470	35040449	0
19	35360097	35372373	40
19	35648323	35658782	30
19	35717818	35738878	3
19	35825372	35852504	30
19	35904403	35908295	30
19	35995188	35996312	30
19	36003307	36008813	30
19	36054881	36111145	30
19	38433691	38587564	0
19	40230317	40285531	0
19	41860255	41872925	3
19	42247569	42255128	3
19	42268530	42295796	3
19	42738644	43237158	40
19	43196814	43260657	40
19	43196847	43211848	40
19	44946051	44949565	30
19	45349837	45370647	30
19	45407334	45451547	30
19	46119085	46125218	40
19	46410329	46413564	30
19	48485271	48513926	1
19	48963941	48966879	0
19	50384291	50418018	1
19	50659255	50719802	1
19	51028954	51035648	40
19	51345155	51366388	30
19	51610960	51630428	40
19	51624746	51636147	40
19	51631046	51645747	40
19	52812971	52820472	40
19	53436136	53473398	40
19	54137689	54155690	0
19	54297004	54303769	40
19	54734133	54739234	40
19	54739307	54755684	40
19	54740153	54745554	40
19	54745547	54777548	40
19	54763397	54770148	40
19	54766547	54776548	40
19	54774547	54781548	40
19	54781547	54786548	40
19	54790047	54812548	40
19	54803444	54812145	40
19	54849044	54858545	40
19	54856544	54861645	40
19	55013705	55038264	30
19	55132698	55149332	30
19	55151767	55157732	1
19	55769264	55778196	0
19	56774547	56840726	0
19	56810082	56840726	0
19	57191500	57222846	0
20	435480	462543	30
20	472498	543790	2
20	760080	775985	30
20	958452	1002311	30
20	8132266	8884900	30
20	10401009	10434222	30
20	10637684	10673999	3
20	13785026	13821580	30
20	18507548	18561415	30
20	19757610	20002456	30
20	21505887	21516082	40
20	21705664	21718481	30
20	25294743	25390835	30
20	30274364	30301403	40
20	32358062	32439319	3
20	34235012	34311976	30
20	34363273	34511773	30
20	35433347	35454749	3
20	37521250	37523690	0
20	38472820	38578861	1
20	40685848	40689236	0
20	43507697	43550954	0
20	46708358	46736347	30
20	48921711	49036693	30
20	50888918	50931437	3
20	50934855	50958564	30
20	51782331	51802521	3
20	54145731	54174032	30
20	58839681	58911192	3
20	63400208	63472655	3
21	10807602	11085101	0
21	13585184	13829682	40
21	13608078	13613779	40
21	13622878	13628879	40
21	13640478	13662379	40
21	25880550	26171128	0
21	33488055	33491716	40
21	33543038	33577481	3
21	33642452	33899861	1
21	34516442	34615123	0
21	34787801	35049334	3
21	36460621	36576569	30
21	36748625	36990255	30
21	37223420	37268108	0
21	37365573	37526358	3
21	40010999	40847158	3
21	41739373	41767052	30
21	42371890	42396052	30
21	42472486	42496246	30
21	43053190	43076873	30
21	43549137	43554132	40
21	43550452	43551866	40
21	43773950	43776308	30
21	44012309	44106552	0
21	44497893	44711572	30
21	44885949	44928815	30
21	46135981	46156482	30
21	46161013	46162994	40
21	46188446	46228774	0
21	46458891	46571226	1
22	16912063	18109094	0
22	16961936	17008281	40
22	17085000	17115693	30
22	17178790	17221854	30
22	17592136	17628822	0
22	18077990	18105396	30
22	18516557	18521633	40
22	18578203	18649330	40
22	18601732	18607733	40
22	18751086	18759487	40
22	18912781	18936553	30
22	18924718	20299685	3
22	18924718	21111383	3
22	19175581	19178736	30
22	19330698	19431733	0
22	19723539	19724771	30
22	19756703	19783593	2
22	20377696	21111383	2
22	20424584	20437825	30
22	20859007	20891214	30
22	20917407	20953747	1
22	21207910	21215111	40
22	21324131	21329132	40
22	21357191	21387766	40
22	21458269	21562279	40
22	21512587	21554998	40
22	21562828	23306924	3
22	21957025	21982787	0
22	22776924	23306924	1
22	22776925	24598466	3
22	22881268	22896812	40
22	23180509	23318037	0
22	23489015	24236853	3
22	23573125	23580290	30
22	23786966	23838009	3
22	23931956	23969110	40
22	23972100	23992644	40
22	23973810	23980811	40
22	23982108	23992009	40
22	24495060	24528681	30
22	25211660	25231869	0
22	25307292	25389268	0
22	28687743	28741866	3
22	29603556	29698600	3
22	30488150	30505711	40
22	30607174	30627271	30
22	32043050	32113029	30
22	32474682	32498829	30
22	33162237	33922824	30
22	36758208	36776119	30
22	36861006	36878015	30
22	36913574	36940449	30
22	37065436	37110625	30
22	37697048	37776556	30
22	37972312	37984555	3
22	38111495	38181830	30
22	38962303	38992410	40
22	40044834	40335808	3
22	40346500	40387527	30
22	40857148	40932815	30
22	41092592	41180077	3
22	42160013	42283927	3
22	42692115	42721301	30
22	46335714	46357340	30
22	49860163	49918469	30
22	50059391	50085875	30
22	50217694	50245028	30
22	50525752	50530085	30
22	50578963	50582849	30
22	50622754	50628152	30
22	50672823	50733212	3
X	2903972	2929345	0
X	2934521	2968245	3
X	6533618	6535118	0
X	6537771	8156913	3
X	7147290	7354641	3
X	8528874	8732137	3
X	10156975	10237660	1
X	10445310	10833683	3
X	11111332	11123086	3
X	13712243	13734633	3
X	13734726	13773978	3
X	14690863	14873255	3
X	15319451	15335554	2
X	15825806	15854966	3
X	17375200	17735994	3
X	18425608	18653629	3
X	18639688	18672108	3
X	19343906	19361718	3
X	20149911	20267514	3
X	21374418	21654689	3
X	21940709	21994837	3
X	22032325	22251310	3
X	23334369	23404374	3
X	25003694	25015965	3
X	28587446	29956718	3
X	30176883	30336883	0
X	30304206	30309390	3
X	30653348	30731462	3
X	31119219	33339460	3
X	37780059	37813461	3
X	38352528	38421446	3
X	38561542	38688918	1
X	40051246	40177390	3
X	40580970	40606848	0
X	41085420	41236579	3
X	41333308	41364472	3
X	41447343	41475652	3
X	41514934	41923554	3
X	43654906	43882474	3
X	43655006	43746817	1
X	43948776	43973390	3
X	44873182	45112779	3
X	46497725	46545466	1
X	46837043	46882358	3
X	47444691	47485934	1
X	47571901	47619857	3
X	47635520	47650604	0
X	47836902	47925627	0
X	48020900	48092718	40
X	48447780	52444264	0
X	48458544	48470260	0
X	48476021	48486364	3
X	48508992	48520814	3
X	48521808	48528716	3
X	48786540	48794311	0
X	48897862	48903143	3
X	48903183	48911958	3
X	49074442	49101178	3
X	49187815	49200193	1
X	49319820	49329571	40
X	49331318	49342419	0
X	49528396	49554047	0
X	49564396	49578797	0
X	49574396	49592297	0
X	49922596	50099231	3
X	50575534	50814194	0
X	53176277	53225207	3
X	53225784	53321356	3
X	53334251	53766556	0
X	53374149	53422728	3
X	53431258	53434376	0
X	53532096	53686723	0
X	53936680	54048935	3
X	54445454	54496234	3
X	55908123	56291531	0
X	63634967	63785546	3
X	64915807	65034741	3
X	67544021	67730619	3
X	68042344	68433841	3
X	68829021	68842160	3
X	69616086	70039472	3
X	70444835	70505490	2
X	71118596	71142450	0
X	71144389	71175307	0
X	71239624	71255197	0
X	72329516	72573099	3
X	73820651	73852753	3
X	74421493	74533916	3
X	74732856	74925452	3
X	75368427	75523259	0
X	76917203	76920597	40
X	77504880	77786235	3
X	77825747	77895568	3
X	77910693	78050395	3
X	78104248	78129295	2
X	80014753	80031774	3
X	80669503	80809877	3
X	85243820	85273362	2
X	85861180	86047558	3
X	100291644	100410273	3
X	100644199	100675788	0
X	101345661	101348742	3
X	101349450	101390796	3
X	101397803	101407925	3
X	101832112	101857577	1
X	103776506	103792619	3
X	107628510	107651026	3
X	107825735	107931637	0
X	108439838	108697545	3
X	109641335	109733325	1
X	110673856	110795817	3
X	110944324	111227361	2
X	111293779	111412205	3
X	116170744	116174974	0
X	119574563	119584423	3
X	119805311	119853028	3
X	119871832	119876662	0
X	120426148	120469349	3
X	120523858	120575532	3
X	120872658	120990043	0
X	120943262	120986146	40
X	123184278	123490915	2
X	123859708	123913972	3
X	123900469	124102669	3
X	123960560	124102656	3
X	124346563	124373160	3
X	129540259	129592556	3
X	129803288	129843886	3
X	132074926	132128020	3
X	133535745	133985616	3
X	134373312	134428790	3
X	134460165	134500668	3
X	135779496	135786197	40
X	135831689	135847890	40
X	135974596	136047269	3
X	136648158	136660390	3
X	136665547	136780945	0
X	137566127	137577691	3
X	139530720	139563459	3
X	140502985	140505069	0
X	143513946	143712498	40
X	147911919	147951125	3
X	148500617	149000663	3
X	149476988	149505306	3
X	150562658	150673143	3
X	152831001	152869729	3
X	153072616	153082817	40
X	153587925	153599165	2
X	153687926	153696593	3
X	153724851	153744755	3
X	153861514	153886173	3
X	153902625	153907166	3
X	153929225	153935037	1
X	154008529	154110279	0
X	154021573	154097717	3
X	154144372	154195156	0
X	154246526	154256527	40
X	154348531	154374634	3
X	154396223	154555683	0
X	154398065	154402339	0
X	154437154	154443467	1
X	154541238	154565046	3
X	154762864	154777689	1
X	154835792	155022723	3
X	154890328	155335092	3
X	155258235	155264491	3
X	155489011	155612952	1
X	156008634	156019835	40
Y	624344	659411	3
Y	1268814	1325218	30
Y	2786855	2787682	3
Y	21495113	21551414	0
Y	21878052	21923853	0
Y	22215719	22319024	40
Y	22984263	23005465	0
Y	23129355	23199117	0
Y	23707042	24000812	40
Y	25622095	25625511	0
Y	57067838	57130289	0
